task_id,suite,model,model_snapshot,provider,harness,variant,rep,api_status,parser_status,execution_status,task_correct,observability,failure_stage,failure_subcategory,is_infra_failure,infra_subtype,originating_step,propagation_depth,is_silent,recovered,tokens,tokens_input,tokens_output,cost_usd,final_answer,label_source,annotation_confidence,human_gold,adjudication_status
tabular_eda_04,synthetic,deepseek-v3,"deepseek-chat (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,0,ok,ok,success,True,success,none,none,False,none,0,0,False,True,1504,0,0,0.000211,toys 2056,rule,,,pending
tabular_eda_04,synthetic,deepseek-v3,"deepseek-chat (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,1,ok,ok,success,True,success,none,none,False,none,0,0,False,True,1282,0,0,0.000179,toys 2056,rule,,,pending
tabular_eda_04,synthetic,deepseek-v3,"deepseek-chat (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,2,ok,ok,success,True,success,none,none,False,none,0,0,False,True,1315,0,0,0.000184,toys 2056,rule,,,pending
tabular_eda_05,synthetic,deepseek-v3,"deepseek-chat (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,0,ok,ok,success,True,success,none,none,False,none,0,0,False,True,656,0,0,9.2e-05,3358,rule,,,pending
tabular_eda_05,synthetic,deepseek-v3,"deepseek-chat (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,1,ok,ok,success,True,success,none,none,False,none,0,0,False,True,1473,0,0,0.000206,3358,rule,,,pending
tabular_eda_05,synthetic,deepseek-v3,"deepseek-chat (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,2,ok,ok,success,True,success,none,none,False,none,0,0,False,True,647,0,0,9.1e-05,3358,rule,,,pending
tabular_eda_06,synthetic,deepseek-v3,"deepseek-chat (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,0,ok,ok,success,True,success,none,none,False,none,0,0,False,True,1684,0,0,0.000236,books 1421.0,rule,,,pending
tabular_eda_06,synthetic,deepseek-v3,"deepseek-chat (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,1,ok,ok,success,True,success,none,none,False,none,0,0,False,True,1862,0,0,0.000261,books 1421.0,rule,,,pending
tabular_eda_06,synthetic,deepseek-v3,"deepseek-chat (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,2,ok,ok,success,True,success,none,none,False,none,0,0,False,True,1812,0,0,0.000254,books 1421.0,rule,,,pending
tabular_eda_07,synthetic,deepseek-v3,"deepseek-chat (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,0,ok,ok,success,True,success,none,none,False,none,0,0,False,True,1307,0,0,0.000183,toys 4,rule,,,pending
tabular_eda_07,synthetic,deepseek-v3,"deepseek-chat (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,1,ok,ok,success,True,success,none,none,False,none,0,0,False,True,1344,0,0,0.000188,toys 4,rule,,,pending
tabular_eda_07,synthetic,deepseek-v3,"deepseek-chat (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,2,ok,ok,success,True,success,none,none,False,none,0,0,False,True,1139,0,0,0.000159,toys 4,rule,,,pending
tabular_eda_08,synthetic,deepseek-v3,"deepseek-chat (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,0,ok,ok,success,True,success,none,none,False,none,0,0,False,True,993,0,0,0.000139,clothing 685,rule,,,pending
tabular_eda_08,synthetic,deepseek-v3,"deepseek-chat (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,1,ok,ok,success,True,success,none,none,False,none,0,0,False,True,1692,0,0,0.000237,clothing 685,rule,,,pending
tabular_eda_08,synthetic,deepseek-v3,"deepseek-chat (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,2,ok,ok,success,True,success,none,none,False,none,0,0,False,True,1873,0,0,0.000262,clothing 685,rule,,,pending
tabular_eda_09,synthetic,deepseek-v3,"deepseek-chat (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,0,ok,ok,success,True,success,none,none,False,none,0,0,False,True,643,0,0,9e-05,2833,rule,,,pending
tabular_eda_09,synthetic,deepseek-v3,"deepseek-chat (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,1,ok,ok,success,True,success,none,none,False,none,0,0,False,True,665,0,0,9.3e-05,2833,rule,,,pending
tabular_eda_09,synthetic,deepseek-v3,"deepseek-chat (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,2,ok,ok,success,True,success,none,none,False,none,0,0,False,True,636,0,0,8.9e-05,2833,rule,,,pending
tabular_eda_10,synthetic,deepseek-v3,"deepseek-chat (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,0,ok,ok,success,True,success,none,none,False,none,0,0,False,True,1804,0,0,0.000253,clothing 697.0,rule,,,pending
tabular_eda_10,synthetic,deepseek-v3,"deepseek-chat (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,1,ok,ok,success,True,success,none,none,False,none,0,0,False,True,1813,0,0,0.000254,clothing 697.0,rule,,,pending
tabular_eda_10,synthetic,deepseek-v3,"deepseek-chat (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,2,ok,ok,success,True,success,none,none,False,none,0,0,False,True,1657,0,0,0.000232,clothing 697.0,rule,,,pending
tabular_eda_11,synthetic,deepseek-v3,"deepseek-chat (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,0,ok,ok,success,True,success,none,none,False,none,0,0,False,True,840,0,0,0.000118,books 5,rule,,,pending
tabular_eda_11,synthetic,deepseek-v3,"deepseek-chat (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,1,ok,ok,success,True,success,none,none,False,none,0,0,False,True,1443,0,0,0.000202,books 5,rule,,,pending
tabular_eda_11,synthetic,deepseek-v3,"deepseek-chat (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,2,ok,ok,success,True,success,none,none,False,none,0,0,False,True,1314,0,0,0.000184,books 5,rule,,,pending
tabular_eda_12,synthetic,deepseek-v3,"deepseek-chat (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,0,ok,ok,success,True,success,none,none,False,none,0,0,False,True,1222,0,0,0.000171,books 967,rule,,,pending
tabular_eda_12,synthetic,deepseek-v3,"deepseek-chat (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,1,ok,ok,success,True,success,none,none,False,none,0,0,False,True,1077,0,0,0.000151,books 967,rule,,,pending
tabular_eda_12,synthetic,deepseek-v3,"deepseek-chat (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,2,ok,ok,success,True,success,none,none,False,none,0,0,False,True,1468,0,0,0.000206,books 967,rule,,,pending
tabular_eda_13,synthetic,deepseek-v3,"deepseek-chat (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,0,ok,ok,success,True,success,none,none,False,none,0,0,False,True,1242,0,0,0.000174,2785,rule,,,pending
tabular_eda_13,synthetic,deepseek-v3,"deepseek-chat (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,1,ok,ok,success,True,success,none,none,False,none,0,0,False,True,1790,0,0,0.000251,2785,rule,,,pending
tabular_eda_13,synthetic,deepseek-v3,"deepseek-chat (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,2,ok,ok,success,True,success,none,none,False,none,0,0,False,True,675,0,0,9.5e-05,2785,rule,,,pending
tabular_eda_14,synthetic,deepseek-v3,"deepseek-chat (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,0,ok,ok,success,True,success,none,none,False,none,0,0,False,True,1459,0,0,0.000204,toys 498.0,rule,,,pending
tabular_eda_14,synthetic,deepseek-v3,"deepseek-chat (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,1,ok,ok,success,True,success,none,none,False,none,0,0,False,True,1778,0,0,0.000249,toys 498.0,rule,,,pending
tabular_eda_14,synthetic,deepseek-v3,"deepseek-chat (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,2,ok,ok,success,True,success,none,none,False,none,0,0,False,True,1565,0,0,0.000219,toys 498.0,rule,,,pending
tabular_eda_15,synthetic,deepseek-v3,"deepseek-chat (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,0,ok,ok,success,True,success,none,none,False,none,0,0,False,True,1344,0,0,0.000188,toys 4,rule,,,pending
tabular_eda_15,synthetic,deepseek-v3,"deepseek-chat (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,1,ok,ok,success,True,success,none,none,False,none,0,0,False,True,1643,0,0,0.00023,toys 4,rule,,,pending
tabular_eda_15,synthetic,deepseek-v3,"deepseek-chat (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,2,ok,ok,success,False,silent,interpretation,misread_output,False,none,1,1,True,False,1588,0,0,0.000222,books 4,rule,,,pending
time_series_00,synthetic,deepseek-v3,"deepseek-chat (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,0,ok,ok,success,True,success,none,none,False,none,0,0,False,True,3284,0,0,0.00046,2024-01-12,rule,,,pending
time_series_00,synthetic,deepseek-v3,"deepseek-chat (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,1,ok,ok,success,True,success,none,none,False,none,0,0,False,True,4926,0,0,0.00069,2024-01-12,rule,,,pending
time_series_00,synthetic,deepseek-v3,"deepseek-chat (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,2,ok,ok,success,True,success,none,none,False,none,0,0,False,True,1858,0,0,0.00026,2024-01-12,rule,,,pending
time_series_01,synthetic,deepseek-v3,"deepseek-chat (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,0,ok,ok,success,True,success,none,none,False,none,0,0,False,True,1390,0,0,0.000195,97.02,rule,,,pending
time_series_01,synthetic,deepseek-v3,"deepseek-chat (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,1,ok,ok,success,True,success,none,none,False,none,0,0,False,True,1399,0,0,0.000196,97.02,rule,,,pending
time_series_01,synthetic,deepseek-v3,"deepseek-chat (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,2,ok,ok,success,True,success,none,none,False,none,0,0,False,True,1380,0,0,0.000193,97.02,rule,,,pending
time_series_02,synthetic,deepseek-v3,"deepseek-chat (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,0,ok,ok,success,True,success,none,none,False,none,0,0,False,True,7627,0,0,0.001068,0.7714215686274511,rule,,,pending
time_series_02,synthetic,deepseek-v3,"deepseek-chat (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,1,ok,ok,success,False,silent,interpretation,misread_output,False,none,1,1,True,False,4749,0,0,0.000665,1.2156249999999997,rule,,,pending
time_series_02,synthetic,deepseek-v3,"deepseek-chat (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,2,ok,ok,success,True,success,none,none,False,none,0,0,False,True,3002,0,0,0.00042,0.7714215686274511,rule,,,pending
time_series_03,synthetic,deepseek-v3,"deepseek-chat (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,0,ok,ok,success,True,success,none,none,False,none,0,0,False,True,1473,0,0,0.000206,2024-01-07,rule,,,pending
time_series_03,synthetic,deepseek-v3,"deepseek-chat (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,1,ok,ok,success,True,success,none,none,False,none,0,0,False,True,1373,0,0,0.000192,2024-01-07,rule,,,pending
time_series_03,synthetic,deepseek-v3,"deepseek-chat (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,2,ok,ok,success,True,success,none,none,False,none,0,0,False,True,1433,0,0,0.000201,2024-01-07,rule,,,pending
time_series_04,synthetic,deepseek-v3,"deepseek-chat (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,0,ok,ok,success,True,success,none,none,False,none,0,0,False,True,3659,0,0,0.000512,2024-01-10,rule,,,pending
time_series_04,synthetic,deepseek-v3,"deepseek-chat (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,1,ok,ok,success,True,success,none,none,False,none,0,0,False,True,1997,0,0,0.00028,2024-01-10,rule,,,pending
time_series_04,synthetic,deepseek-v3,"deepseek-chat (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,2,ok,ok,success,True,success,none,none,False,none,0,0,False,True,1779,0,0,0.000249,2024-01-10,rule,,,pending
time_series_05,synthetic,deepseek-v3,"deepseek-chat (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,0,ok,ok,success,True,success,none,none,False,none,0,0,False,True,1425,0,0,0.0002,126.02,rule,,,pending
time_series_05,synthetic,deepseek-v3,"deepseek-chat (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,1,ok,ok,success,True,success,none,none,False,none,0,0,False,True,1397,0,0,0.000196,126.02,rule,,,pending
time_series_05,synthetic,deepseek-v3,"deepseek-chat (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,2,ok,ok,success,True,success,none,none,False,none,0,0,False,True,1368,0,0,0.000192,126.02,rule,,,pending
time_series_06,synthetic,deepseek-v3,"deepseek-chat (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,0,ok,ok,success,True,success,none,none,False,none,0,0,False,True,2090,0,0,0.000293,1.5395882352641743,rule,,,pending
time_series_06,synthetic,deepseek-v3,"deepseek-chat (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,1,ok,ok,success,True,success,none,none,False,none,0,0,False,True,3160,0,0,0.000442,1.539588235294119,rule,,,pending
time_series_06,synthetic,deepseek-v3,"deepseek-chat (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,2,ok,ok,success,True,success,none,none,False,none,0,0,False,True,2932,0,0,0.00041,1.5395882352941177,rule,,,pending
time_series_07,synthetic,deepseek-v3,"deepseek-chat (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,0,ok,ok,success,True,success,none,none,False,none,0,0,False,True,1388,0,0,0.000194,2024-01-08,rule,,,pending
time_series_07,synthetic,deepseek-v3,"deepseek-chat (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,1,ok,ok,success,True,success,none,none,False,none,0,0,False,True,1416,0,0,0.000198,2024-01-08,rule,,,pending
time_series_07,synthetic,deepseek-v3,"deepseek-chat (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,2,ok,ok,success,True,success,none,none,False,none,0,0,False,True,1393,0,0,0.000195,2024-01-08,rule,,,pending
time_series_08,synthetic,deepseek-v3,"deepseek-chat (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,0,ok,ok,success,True,success,none,none,False,none,0,0,False,True,2017,0,0,0.000282,2024-01-09,rule,,,pending
time_series_08,synthetic,deepseek-v3,"deepseek-chat (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,1,ok,ok,success,True,success,none,none,False,none,0,0,False,True,1822,0,0,0.000255,2024-01-09,rule,,,pending
time_series_08,synthetic,deepseek-v3,"deepseek-chat (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,2,ok,ok,success,True,success,none,none,False,none,0,0,False,True,1786,0,0,0.00025,2024-01-09,rule,,,pending
time_series_09,synthetic,deepseek-v3,"deepseek-chat (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,0,ok,ok,success,True,success,none,none,False,none,0,0,False,True,1402,0,0,0.000196,83.72,rule,,,pending
time_series_09,synthetic,deepseek-v3,"deepseek-chat (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,1,ok,ok,success,True,success,none,none,False,none,0,0,False,True,1402,0,0,0.000196,83.72,rule,,,pending
time_series_09,synthetic,deepseek-v3,"deepseek-chat (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,2,ok,ok,success,True,success,none,none,False,none,0,0,False,True,1373,0,0,0.000192,83.72,rule,,,pending
time_series_10,synthetic,deepseek-v3,"deepseek-chat (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,0,ok,ok,success,True,success,none,none,False,none,0,0,False,True,7187,0,0,0.001006,-0.9236043955685862,rule,,,pending
time_series_10,synthetic,deepseek-v3,"deepseek-chat (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,1,ok,ok,error,False,loud,execution,type_error,False,none,0,0,False,False,3130,0,0,0.000438,-1.0689865689865689e-05,rule,,,pending
time_series_10,synthetic,deepseek-v3,"deepseek-chat (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,2,ok,ok,success,False,silent,interpretation,misread_output,False,none,1,1,True,False,5003,0,0,0.0007,0.3607692307692314,rule,,,pending
time_series_11,synthetic,deepseek-v3,"deepseek-chat (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,0,ok,ok,success,True,success,none,none,False,none,0,0,False,True,1365,0,0,0.000191,2024-01-11,rule,,,pending
time_series_11,synthetic,deepseek-v3,"deepseek-chat (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,1,ok,ok,success,True,success,none,none,False,none,0,0,False,True,1400,0,0,0.000196,2024-01-11,rule,,,pending
time_series_11,synthetic,deepseek-v3,"deepseek-chat (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,2,ok,ok,success,True,success,none,none,False,none,0,0,False,True,1426,0,0,0.0002,2024-01-11,rule,,,pending
time_series_12,synthetic,deepseek-v3,"deepseek-chat (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,0,ok,ok,success,True,success,none,none,False,none,0,0,False,True,3596,0,0,0.000503,2024-01-04,rule,,,pending
time_series_12,synthetic,deepseek-v3,"deepseek-chat (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,1,ok,ok,success,True,success,none,none,False,none,0,0,False,True,5465,0,0,0.000765,2024-01-04,rule,,,pending
time_series_12,synthetic,deepseek-v3,"deepseek-chat (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,2,ok,ok,success,True,success,none,none,False,none,0,0,False,True,3312,0,0,0.000464,2024-01-04,rule,,,pending
time_series_13,synthetic,deepseek-v3,"deepseek-chat (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,0,ok,ok,success,True,success,none,none,False,none,0,0,False,True,2719,0,0,0.000381,131.72,rule,,,pending
time_series_13,synthetic,deepseek-v3,"deepseek-chat (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,1,ok,ok,success,True,success,none,none,False,none,0,0,False,True,1400,0,0,0.000196,131.72,rule,,,pending
time_series_13,synthetic,deepseek-v3,"deepseek-chat (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,2,ok,ok,success,True,success,none,none,False,none,0,0,False,True,1475,0,0,0.000207,131.72,rule,,,pending
time_series_14,synthetic,deepseek-v3,"deepseek-chat (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,0,ok,ok,success,True,success,none,none,False,none,0,0,False,True,2865,0,0,0.000401,-0.6619230769230815,rule,,,pending
time_series_14,synthetic,deepseek-v3,"deepseek-chat (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,1,ok,ok,success,False,silent,interpretation,misread_output,False,none,1,1,True,False,2841,0,0,0.000398,1.0936363636363635,rule,,,pending
time_series_14,synthetic,deepseek-v3,"deepseek-chat (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,2,ok,ok,success,True,success,none,none,False,none,0,0,False,True,2826,0,0,0.000396,-0.6619230769230772,rule,,,pending
time_series_15,synthetic,deepseek-v3,"deepseek-chat (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,0,ok,ok,success,True,success,none,none,False,none,0,0,False,True,1152,0,0,0.000161,2024-01-09,rule,,,pending
time_series_15,synthetic,deepseek-v3,"deepseek-chat (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,1,ok,ok,success,True,success,none,none,False,none,0,0,False,True,1240,0,0,0.000174,2024-01-09,rule,,,pending
time_series_15,synthetic,deepseek-v3,"deepseek-chat (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,2,ok,ok,success,True,success,none,none,False,none,0,0,False,True,1464,0,0,0.000205,2024-01-09,rule,,,pending
recommendation_00,synthetic,deepseek-v3,"deepseek-chat (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,0,ok,ok,success,True,success,none,none,False,none,0,0,False,True,959,0,0,0.000134,22,rule,,,pending
recommendation_00,synthetic,deepseek-v3,"deepseek-chat (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,1,ok,ok,success,True,success,none,none,False,none,0,0,False,True,1352,0,0,0.000189,22,rule,,,pending
recommendation_00,synthetic,deepseek-v3,"deepseek-chat (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,2,ok,ok,success,True,success,none,none,False,none,0,0,False,True,2001,0,0,0.00028,22,rule,,,pending
recommendation_01,synthetic,deepseek-v3,"deepseek-chat (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,0,ok,ok,success,True,success,none,none,False,none,0,0,False,True,1364,0,0,0.000191,0 3,rule,,,pending
recommendation_01,synthetic,deepseek-v3,"deepseek-chat (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,1,ok,ok,success,True,success,none,none,False,none,0,0,False,True,1378,0,0,0.000193,0 3,rule,,,pending
recommendation_01,synthetic,deepseek-v3,"deepseek-chat (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,2,ok,ok,success,True,success,none,none,False,none,0,0,False,True,1517,0,0,0.000212,0 3,rule,,,pending
recommendation_02,synthetic,deepseek-v3,"deepseek-chat (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,0,ok,ok,success,True,success,none,none,False,none,0,0,False,True,7242,0,0,0.001014,0.4642857142857143,rule,,,pending
recommendation_02,synthetic,deepseek-v3,"deepseek-chat (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,1,ok,ok,success,True,success,none,none,False,none,0,0,False,True,1397,0,0,0.000196,0.4642857142857143,rule,,,pending
recommendation_02,synthetic,deepseek-v3,"deepseek-chat (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,2,ok,ok,success,True,success,none,none,False,none,0,0,False,True,3626,0,0,0.000508,0.4642857142857143,rule,,,pending
recommendation_03,synthetic,deepseek-v3,"deepseek-chat (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,0,ok,ok,success,True,success,none,none,False,none,0,0,False,True,1494,0,0,0.000209,0 5,rule,,,pending
recommendation_03,synthetic,deepseek-v3,"deepseek-chat (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,1,ok,ok,success,False,silent,interpretation,misread_output,False,none,1,1,True,False,1997,0,0,0.00028,"', item_id, total_clicks)",rule,,,pending
recommendation_03,synthetic,deepseek-v3,"deepseek-chat (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,2,ok,ok,success,True,success,none,none,False,none,0,0,False,True,1402,0,0,0.000196,0 5,rule,,,pending
recommendation_04,synthetic,deepseek-v3,"deepseek-chat (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,0,ok,ok,success,True,success,none,none,False,none,0,0,False,True,804,0,0,0.000113,18,rule,,,pending
recommendation_04,synthetic,deepseek-v3,"deepseek-chat (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,1,ok,ok,success,True,success,none,none,False,none,0,0,False,True,1314,0,0,0.000184,18,rule,,,pending
recommendation_04,synthetic,deepseek-v3,"deepseek-chat (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,2,ok,ok,success,True,success,none,none,False,none,0,0,False,True,2313,0,0,0.000324,18,rule,,,pending
recommendation_05,synthetic,deepseek-v3,"deepseek-chat (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,0,ok,ok,success,True,success,none,none,False,none,0,0,False,True,1553,0,0,0.000217,0 3,rule,,,pending
recommendation_05,synthetic,deepseek-v3,"deepseek-chat (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,1,ok,ok,success,True,success,none,none,False,none,0,0,False,True,1391,0,0,0.000195,0 3,rule,,,pending
recommendation_05,synthetic,deepseek-v3,"deepseek-chat (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,2,ok,ok,success,True,success,none,none,False,none,0,0,False,True,1385,0,0,0.000194,0 3,rule,,,pending
recommendation_06,synthetic,deepseek-v3,"deepseek-chat (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,0,ok,ok,success,True,success,none,none,False,none,0,0,False,True,1334,0,0,0.000187,0.4375,rule,,,pending
recommendation_06,synthetic,deepseek-v3,"deepseek-chat (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,1,ok,ok,success,True,success,none,none,False,none,0,0,False,True,1408,0,0,0.000197,0.4375,rule,,,pending
recommendation_06,synthetic,deepseek-v3,"deepseek-chat (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,2,ok,ok,success,True,success,none,none,False,none,0,0,False,True,4036,0,0,0.000565,0.4375,rule,,,pending
